BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
200603,12,2002,200603,12,2004,206352,5497831,MISSOURI,29,2006,March    ,Tornado,C,159,PETTIS,EAX,2006-03-12 20:02:00,CST,2006-03-12 20:04:00,0,0,0,0,,,EMERGENCY MANAGER,,,F0,1.0,100.0,8.0,SW,HOUSTONIA,6.0,WSW,HOUSTONIA,38.82,-93.47,38.87,-93.47,,F0 tornado entered Pettis county from Johnson county at 2002 CST...8 miles southwest of Houstonia. The tornado was over rural areas before lifting at 2004 CST...6 miles west-southwest of Houstonia.
200603,12,2005,200603,12,2007,206336,5498805,MISSOURI,29,2006,March    ,Tornado,C,37,CASS,EAX,2006-03-12 20:05:00,CST,2006-03-12 20:07:00,0,0,0,0,75K,,LAW ENFORCEMENT,,,F2,5.0,450.0,6.0,SSW,CREIGHTON,2.0,S,CREIGHTON,38.42,-94.13,38.47,-94.08,,Tornado crossed from Bates county into Cass county...6 miles south-southwest of Creighton at 2005 CST. It moved northeast and exited Cass county into Henry county at 2007 CST...2 miles south of Creighton. F1 damage to several structures was noted.
200603,12,2007,200603,12,2009,206352,5497914,MISSOURI,29,2006,March    ,Tornado,C,159,PETTIS,EAX,2006-03-12 20:07:00,CST,2006-03-12 20:09:00,0,0,0,0,,,EMERGENCY MANAGER,,,F2,3.0,150.0,5.0,WNW,HOUSTONIA,3.0,WNW,HOUSTONIA,38.93,-93.45,38.9,-93.42,,Tornado touched down at 2007CST...5 miles west-northwest of Houstonia and moved into Saline county 3 miles west-northwest of Houstonia at 2009 CST. Tornado was over rural areas with no significant damage noted.
200603,12,2007,200603,12,2025,206344,5498975,MISSOURI,29,2006,March    ,Tornado,C,83,HENRY,EAX,2006-03-12 20:07:00,CST,2006-03-12 20:25:00,13,0,1,0,500K,,GENERAL PUBLIC,,,F2,11.0,450.0,4.0,W,URICH,3.0,ESE,BLAIRSTOWN,38.47,-94.07,38.55,-93.92,,Tornado crossed into Henry county at 2007 CST from Cass county. The tornado produced occasional F2 damage before dissipating 3 miles east southeast of Blairstown at 2025 CST. There was one fatality where a man died after the house was destroyed.
200603,12,2009,200603,12,2035,206357,5498022,MISSOURI,29,2006,March    ,Tornado,C,195,SALINE,EAX,2006-03-12 20:09:00,CST,2006-03-12 20:35:00,6,0,0,0,3M,,EMERGENCY MANAGER,,,F2,17.0,150.0,2.0,SE,SWEET SPGS,3.0,E,MARSHALL,38.95,-93.38,39.13,-93.15,,Tornado crossed into Saline county from Pettis county at 2009 CST. The tornado crossed over Interstate 70 at mile marker 71 at 2012 CST. Six people seeking shelter under a highway overpass were injured. Their cars were crushed when a semi was blown over on top of them. The tornado produced F2 damage just northeast of I-70 where several houses lost their roofs and a church was destroyed. The tornado continued northeast over rural areas and dissipated 3 miles east of Marshall at 2035 CST.
200603,12,2024,200603,12,2030,205617,5493735,ILLINOIS,17,2006,March    ,Tornado,C,167,SANGAMON,ILX,2006-03-12 20:24:00,CST,2006-03-12 20:30:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,4.0,400.0,,,SPRINGFIELD,1.0,SW,CLEAR LAKE,39.8,-89.65,39.78,-89.58,,"The tornado touched down about 1/4 mile north of the Bunn Park golf course, and tracked to the northeast.  The strongest damage was bounded by 15th Street, Cornell Avenue, South Grand Avenue, and Pope Avenue.  Several homes had roofs torn off, with extensive damage to power poles and lines, along with numerous downed trees. 

The tornado continued to track northeast across Old Rochester Road, Singer Avenue, and Cook Street from White City Blvd. to a block east of Dirksen Parkway.  The tornado crossed I-55 at the Clear Lake Avenue interchange, and overturned a semi truck.  This tornado dissipated near Old Route 36, about 3/4 mile southwest of the Village of Clear Lake.

No injuries or fatalities were reported."
200603,12,2028,200603,12,2046,206357,5498026,MISSOURI,29,2006,March    ,Tornado,C,195,SALINE,EAX,2006-03-12 20:28:00,CST,2006-03-12 20:46:00,0,0,0,0,75K,,TRAINED SPOTTER,,,F3,15.0,350.0,6.0,S,MARSHALL,4.0,N,ARROW ROCK,39.05,-93.2,39.12,-92.95,,Tornado touched down 6 miles south of Marshall at 2028 CST. It traveled east-northeast and for a time paralleled another tornado to the north before the first one occluded. Little damage was noted along the track until it neared the Howard county line. The tornado merged with another tornado near the Missouri River and quickly produced F3 damage to a farmstead. The tornado then entered Howard county 4 miles north of Arrow Rock at 2046 CST.
200603,12,2032,200603,12,2055,205618,5493781,ILLINOIS,17,2006,March    ,Tornado,C,167,SANGAMON,ILX,2006-03-12 20:32:00,CST,2006-03-12 20:55:00,4,0,0,0,,,NWS STORM SURVEY,,,F2,12.5,200.0,4.0,S,RIVERTON,5.0,NE,BUFFALO,39.78,-89.53,39.9,-89.35,,"The tornado touched down 3.75 miles south of Riverton.  It moved northeast, between Dawson and Buffalo (passing 1.5 miles west of Buffalo), and lifted just south of the Logan County line, 5 miles northeast of Buffalo.

This tornado started at F0 strength, about 100 yards wide, and quickly strengthened to F2 intensity (120 mph) with a maximum width of 200 yards.  It weakened to F1 intensity, and was about 100 yards wide when it ended.  Total path was 12.5 miles in length.  Damage from this storm consisted of damage to barn buildings and some significant house damage.  Power poles were snapped, with major tree damage.

4 injuries were reported, but there were no fatalities"
200603,12,2038,200603,12,2045,206357,5498027,MISSOURI,29,2006,March    ,Tornado,C,195,SALINE,EAX,2006-03-12 20:38:00,CST,2006-03-12 20:45:00,0,0,0,0,,,TRAINED SPOTTER,,,F0,6.4,100.0,6.0,NNW,NELSON,4.0,N,ARROW ROCK,39.05,-93.08,39.12,-92.95,,"Satellite tornado developed south of the 2028-2046 CST tornado, then merged with that tornado 2045 CST near the Missouri River. Eyewitness accounts described this merger as visually similar to the 3/13/90 Hesston, Kansas tornado."
200603,12,2040,200603,12,2057,206350,5497821,MISSOURI,29,2006,March    ,Tornado,C,101,JOHNSON,EAX,2006-03-12 20:40:00,CST,2006-03-12 20:57:00,4,0,0,0,2M,,LAW ENFORCEMENT,,,F2,12.0,200.0,2.0,NE,LEETON,2.0,SE,WHITEMAN AFB,38.6,-93.67,38.7,-93.53,,Tornado touched down at 2040 CST 2 miles northeast of Leeton...producing F0 damage along PP Highway. As it moved northeast...additional F0 to F1 damage was noted to a farmstead along SE 650th Road. The most intense F2 damage was noted along Y Highway just east of Highway 23...where several homes suffered F2 damage. The tornado crossed into Pettis county at 2057 CST...1.5 miles southeast of Whiteman Air Force Base.
200603,12,2046,200603,12,2102,206346,5499077,MISSOURI,29,2006,March    ,Tornado,C,89,HOWARD,EAX,2006-03-12 20:46:00,CST,2006-03-12 21:02:00,0,0,0,0,450K,,GENERAL PUBLIC,,,F3,20.0,350.0,8.0,SW,GLASGOW,2.0,E,ARMSTRONG,39.15,-92.95,39.25,-92.67,,Tornado crossed from Saline county into Howard county...8 miles southwest of Glasgow at 2046 CST. F2 damage was noted to several farmsteads to the northwest of Fayette before the tornado dissipated at 2102 CST...2 miles east of Armstrong.
200603,12,2047,200603,12,2100,205924,5493638,MISSOURI,29,2006,March    ,Tornado,C,217,VERNON,SGF,2006-03-12 20:47:00,CST,2006-03-12 21:00:00,2,0,0,0,700K,,NWS STORM SURVEY,,,F1,11.0,100.0,3.0,E,SHELDON,12.0,E,MILO,37.67,-94.25,37.75,-94.1,,"A supercell thunderstorm produced a tornado that intially touched down east of Sheldon.  The tornado tracked across rural southeast Vernon County, destroying six homes, and one church located near Virgil City.  The tornado extended into Cedar County."
200603,12,2057,200603,12,2059,205619,5493782,ILLINOIS,17,2006,March    ,Tornado,C,107,LOGAN,ILX,2006-03-12 20:57:00,CST,2006-03-12 20:59:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,2.5,400.0,4.0,E,CORNLAND,3.0,SW,MT PULASKI,39.93,-89.32,39.98,-89.32,,"The tornado touched down 4 miles east of Cornland, and was on the ground for 2.5 miles before lifting 2.5 miles southwest of Mt. Pulaski.  The tornado snapped numerous trees and power poles, and a 400 foot microwave tower was toppled.  No injuries or fatalities were reported."
200603,12,2057,200603,12,2100,206352,5497915,MISSOURI,29,2006,March    ,Tornado,C,159,PETTIS,EAX,2006-03-12 20:57:00,CST,2006-03-12 21:00:00,0,0,0,0,,,EMERGENCY MANAGER,,,F2,0.8,200.0,6.0,SW,LA MONTE,5.0,SW,LA MONTE,38.72,-93.52,38.73,-93.5,,F2 tornado crossed from Johnson county into Pettis county at 2057 CST and quickly dissipated. No significant damage  was observed as the tornado moved over rural areas.
200603,12,2100,200603,12,2117,205925,5493639,MISSOURI,29,2006,March    ,Tornado,C,39,CEDAR,SGF,2006-03-12 21:00:00,CST,2006-03-12 21:17:00,5,0,1,0,800K,,NWS STORM SURVEY,,,F2,16.0,300.0,9.0,SSW,EL DORADO SPGS,11.0,E,EL DORADO SPGS,37.75,-94.1,37.87,-93.83,,This tornado is a continuation of the Vernon County tornado.  The tornado increased in intensity as it tracked across Cedar County.  47 structures were damaged and 26 were destroyed including homes and businesses.  Five injuries and one fatality resulted.  A 77 year old man died six days later in the hospital from blunt trauma injuries he sustained from flying debris.  He apparently was attempting to move into his basement as the tornado struck his frame home near Virgil City.  The tornado exited Cedar County east of Cedar Springs and continued into St. Clair County.
200603,12,2100,200603,12,2102,205620,5493783,ILLINOIS,17,2006,March    ,Tornado,C,107,LOGAN,ILX,2006-03-12 21:00:00,CST,2006-03-12 21:02:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,3.5,200.0,6.0,S,MT PULASKI,3.0,S,MT PULASKI,39.93,-89.28,39.97,-89.28,,"The tornado tracked from the Logan/Sangamon County line, 6 miles south of Mt. Pulaski, to 3 miles south of Mt. Pulaski.  Damage from this tornado included numerous snapped trees and power poles.  In addition, 3 or 4 large steel power poles were toppled.  No injuries or fatalities were reported."
200603,12,2102,200603,12,2108,206522,5498178,MISSOURI,29,2006,March    ,Tornado,C,199,SCOTLAND,DVN,2006-03-12 21:02:00,CST,2006-03-12 21:08:00,0,0,0,0,5K,,NWS STORM SURVEY,,,F0,5.5,8.0,2.0,SW,ARBELA,2.0,SE,GRANGER,40.45,-92.05,40.45,-91.93,"Tornado touched down southwest of Arbela and damaged the roof of a farm house.  Parallelling just to the south of U.S. 136, the tornado moved east 5.5 miles causing sporatic tree damage before entering Clark County 1.9 miles southeast of Granger or 3.2 miles west of Luray.",Rated high F0
200603,12,2103,200603,12,2114,205621,5493784,ILLINOIS,17,2006,March    ,Tornado,C,107,LOGAN,ILX,2006-03-12 21:03:00,CST,2006-03-12 21:14:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,8.9,400.0,6.0,SW,LATHAM,3.0,NNE,LATHAM,39.9,-89.25,40.0,-89.15,,A tornado developed 6 miles southwest of Latham.  The tornado continued into Macon county.
200603,12,2108,200603,12,2109,206523,5498179,MISSOURI,29,2006,March    ,Tornado,C,45,CLARK,DVN,2006-03-12 21:08:00,CST,2006-03-12 21:09:00,0,0,0,0,.5K,,NWS STORM SURVEY,,,F0,0.5,8.0,3.0,W,LURAY,3.0,W,LURAY,40.45,-91.95,40.45,-91.93,"Tornado entered Clark County 3.2 miles west of Luray (or 1.9 miles southeast of Granger) from Scotland county just south of U.S. 136. After entering Clark County, the tornado traveled 0.5 miles paralleling U.S. 136 causing sporatic tree damage before dissipating.",Rated high F0
200603,12,2109,200603,12,2118,206197,5494327,OKLAHOMA,40,2006,March    ,Tornado,C,21,CHEROKEE,TSA,2006-03-12 21:09:00,CST,2006-03-12 21:18:00,0,0,0,0,50K,,NWS STORM SURVEY,,,F1,12.0,220.0,1.0,N,PEGGS,7.0,NW,SCRAPER,36.1,-95.1,36.17,-94.92,,"Thunderstorms developed ahead of a dry line late in the afternoon on the 12th.  The atmosphere ahead of the dry line was highly unstable and had strong low level wind shear.  The combination of the instability and wind shear promoted the development of supercell thunderstorms, which moved east-northeast across northeastern Oklahoma and northwestern Arkansas during the evening.  The southernmost supercell produced four tornadoes.  The tornadoes were on the ground for a combined 65 miles.

The first tornado touched down in northwestern Cherokee County and moved east-northeast producing up to F1 damage in the county as assessed by a survey team.  In Cherokee County, several homes received minor damage, outbuildings were destroyed, power lines were downed, and numerous trees were snapped or uprooted.

This tornado continued into southern Delaware County about 2 miles south of Leach and eventually produced damage that was rated F3 on the Fujita Scale."
200603,12,2114,200603,12,2115,205621,5493785,ILLINOIS,17,2006,March    ,Tornado,C,115,MACON,ILX,2006-03-12 21:14:00,CST,2006-03-12 21:15:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,1.1,400.0,9.0,WSW,MAROA,10.0,WSW,MAROA,39.98,-89.1,39.98,-89.12,,Continuation of Logan county tornado.  The total tornado path length was 10.0 miles.  The tornado blew down numerous trees and damaged several barns and outbuildings.  No injuries or fatalities were reported.
200603,12,2116,200603,12,2124,205622,5493786,ILLINOIS,17,2006,March    ,Tornado,C,115,MACON,ILX,2006-03-12 21:16:00,CST,2006-03-12 21:24:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,7.1,600.0,9.0,SW,MAROA,4.0,WNW,MAROA,39.93,-89.07,40.05,-89.02,,A tornado developed 9 miles southwest of Maroa.  The tornado continued into De Witt county.
200603,12,2117,200603,12,2129,205926,5493640,MISSOURI,29,2006,March    ,Tornado,C,185,ST. CLAIR,SGF,2006-03-12 21:17:00,CST,2006-03-12 21:29:00,0,0,0,0,150K,,NWS STORM SURVEY,,,F0,11.0,75.0,6.0,S,ROSCOE,2.0,SSE,VISTA,37.88,-93.82,37.95,-93.67,,This tornado is a continuation of the Cedar County tornado.  The tornado weakened to F-1 status as it tracked across a portion of southern St. Clair County.  Four stuctures were damaged and one house was destroyed.  Most of the damage was to trees along with a few power lines.
200603,12,2118,200603,12,2132,205927,5493641,MISSOURI,29,2006,March    ,Tornado,C,11,BARTON,SGF,2006-03-12 21:18:00,CST,2006-03-12 21:32:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,12.0,50.0,,,BOSTON,6.0,N,GOLDEN CITY,37.42,-94.3,37.48,-94.1,,The tornado caused weak intermittent tree damage across rural sections of southern and eastern Barton County.  No structures were damaged or destroyed and the tornado eventually crossed into Dade County.
200603,12,2118,200603,12,2133,206355,5497925,MISSOURI,29,2006,March    ,Tornado,C,175,RANDOLPH,EAX,2006-03-12 21:18:00,CST,2006-03-12 21:33:00,26,0,4,0,5M,,LAW ENFORCEMENT,,,F3,10.7,300.0,2.0,E,HIGBEE,8.0,SE,MOBERLY,39.32,-92.48,39.33,-92.33,,Deadly tornado touched down at 2118 CST 2 miles east of Higbee. The tornado traveled northeast and attained F3 strength near the Monroe/Randolph county line. The tornado killed 4 people just to the east and southeast of Renick and there were 26 injuries. 13 of the injuries occurred when a bus transporting college students was overturned. Three businesses were destroyed as well as 30 residences. Thirty other dwelling places had minor to moderate damage. The tornado exited Randolph county into Monroe county at 2133 CST...8 miles southeast of Moberly.
200603,12,2118,200603,12,2142,206197,5494328,OKLAHOMA,40,2006,March    ,Tornado,C,41,DELAWARE,TSA,2006-03-12 21:18:00,CST,2006-03-12 21:42:00,8,0,0,0,3M,,NWS STORM SURVEY,,,F3,17.0,440.0,2.0,S,LEACH,4.0,NE,COLCORD,36.17,-94.92,36.3,-94.63,,"The first tornado, which touched down in northwestern Cherokee County, continued into southern Delaware County.  Damage suggested the tornado widened and strengthened as it moved through southern Delaware County reaching a maximum width of around 1/4 of a mile.  The tornado damaged 95 homes, destroying 42 of those homes.  Five businesses were also damaged.  Numerous trees were snapped or uprooted and about 100 power poles were downed, which resulted in more than 5000 people losing power as a result of the storm.  The worst damage from this tornado was found from near Twin Oaks to about 4 miles west-southwest of Colcord.  The tornado injured eight people."
200603,12,2124,200603,12,2125,205622,5493787,ILLINOIS,17,2006,March    ,Tornado,C,39,DE WITT,ILX,2006-03-12 21:24:00,CST,2006-03-12 21:25:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,0.9,600.0,5.0,SE,KENNEY,6.0,SE,KENNEY,40.05,-89.02,40.05,-89.02,,Continuation of Macon county tornado.  The total tornado path length was 8.0 miles.  The tornado blew down numerous trees and damaged several outbuildings.  No injuries or fatalities were reported.
200603,12,2125,200603,12,2135,205928,5493642,MISSOURI,29,2006,March    ,Tornado,C,145,NEWTON,SGF,2006-03-12 21:25:00,CST,2006-03-12 21:35:00,1,0,0,0,200K,,NWS STORM SURVEY,,,F1,7.0,75.0,8.0,SW,NEOSHO,1.0,W,NEOSHO,36.78,-94.47,36.87,-94.38,,"A supercell thunderstorm tracked out of Ottawa County, Oklahoma and into Newton County, Missouri.  The storm spawned a tornado approximately 8 miles SW of Neosho and damaged around 40 structures across rural sections of the county.  The tornado also struck a turkey farm killing around 200 turkeys prior to lifting approximately one mile west of Neosho."
200603,12,2132,200603,12,2150,205930,5493644,MISSOURI,29,2006,March    ,Tornado,C,57,DADE,SGF,2006-03-12 21:32:00,CST,2006-03-12 21:50:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,14.0,35.0,10.0,NW,LOCKWOOD,2.0,NNE,ARCOLA,37.48,-94.1,37.57,-93.9,,This tornado is a continuation of the Barton County tornado.  The tornado caused intermittent weak tree damage across rural sections of northwest Dade County.  The tornado crossed the Cedar County line approximately two miles north northeast of Arcola prior to dissipating.
200603,12,2133,200603,12,2143,205400,5495408,MISSOURI,29,2006,March    ,Tornado,C,137,MONROE,LSX,2006-03-12 21:33:00,CST,2006-03-12 21:43:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,9.0,300.0,3.0,SW,MIDDLE GROVE,2.0,SE,MADISON,39.37,-92.32,39.45,-92.18,,"The tornado that hit Randolph County continued northeast into Monroe County southwest of Middle Grove. The tornado moved through rural areas damaging farm structures and trees. The tornado continued northeast causing tree damage to near Madison. Two miles south of Madison a mobile home was destroyed and a two story home was damaged. The damage was rated F2 at this location. The tornado destroyed another mobile home 2 miles southeast of Madison before dissipating. As this tornado dissipated, another formed just to the southeast."
200603,12,2136,200603,12,2136,205929,5493643,MISSOURI,29,2006,March    ,Tornado,C,145,NEWTON,SGF,2006-03-12 21:36:00,CST,2006-03-12 21:36:00,0,0,0,0,10K,,NWS STORM SURVEY,,,F0,0.1,15.0,,,NEOSHO,,,NEOSHO,36.87,-94.37,36.87,-94.37,,"From the same supercell thunderstorm that produced the F-1 tornado across rural southwest Newton County, a weak tornado briefly touched down in a neighborhood on the western edge of Neosho.  One house sustained significant roof damage."
200603,12,2137,200603,12,2144,206197,5493645,OKLAHOMA,40,2006,March    ,Tornado,C,41,DELAWARE,TSA,2006-03-12 21:37:00,CST,2006-03-12 21:44:00,0,0,0,0,750K,,NWS STORM SURVEY,,,F1,6.0,200.0,3.0,SE,COLCORD,6.0,E,COLCORD,36.23,-94.65,36.25,-94.58,,"The supercell thunderstorm cycled and a second tornado formed southeast of Colcord while the first tornado was dissipating northeast of town.  The second tornado destroyed two chicken houses, damaged homes, destroyed outbuildings, snapped or uprooted numerous trees, and downed power poles.

This tornado continued into Benton County, Arkansas from about two miles south of Cherokee City to four miles southwest of Bentonville, producing up to F3 damage on the Fujita Scale.  See Storm Data for Arkansas, Northwest for details concerning the Benton County segment."
200603,12,2143,200603,12,2220,205401,5495409,MISSOURI,29,2006,March    ,Tornado,C,137,MONROE,LSX,2006-03-12 21:43:00,CST,2006-03-12 22:20:00,0,0,0,0,,,NWS STORM SURVEY,,,F4,29.0,500.0,2.0,SE,MADISON,,,MONROE CITY,39.45,-92.18,39.65,-91.73,,"As the first Monroe County tornado dissipated, another formed just to the southeast. The two tornadoes traveled parallel for about 100 yards. The second tornado damaged a home shortly after forming and then continued northeast causing tree, barn and farm outbuilding damage and as it moved through rural areas near Holliday and then to Paris. About 1 mile north of Paris the tornado destroyed 2  homes, one very well built, near the Highway 15 Spur. A pickup truck was tossed over 100 yards into the living room of one home. This home had one wall that remained standing while the other was completely leveled. Debris from one home was found over a half mile to the northeast. The damage was rated F4 and was about one quarter mile wide. The tornado moved northeast and destroyed 2 mobile homes and damaged 2 other homes near US 24. Numerous trees were also either snapped or uprooted. The tornado continued through rural areas and moved into Monroe City. Several mobile homes were destroyed on the west side of town. A church sustained considerable roof and wall damage and other buildings suffered roof damage. The tornado dissipated over the northeast side of town."
200603,12,2144,200603,12,2208,206198,5493653,ARKANSAS,5,2006,March    ,Tornado,C,7,BENTON,TSA,2006-03-12 21:44:00,CST,2006-03-12 22:08:00,12,0,0,0,5M,,NWS STORM SURVEY,,,F3,19.0,700.0,2.0,S,CHEROKEE CITY,4.0,SW,BENTONVILLE,36.25,-94.57,36.33,-94.27,,"The second tornado moved into western Benton County (from Delaware County, Oklahoma) south of Highway 12, where damage suggested the tornado strengthened considerably.  A mobile home was destroyed, a pickup truck was rolled and destroyed, and several homes sustained major damage to their roofs near Bloomfield, where damage was rated at F2.  Damage was more extensive in and around Gentry and Centerton where 75 homes were damaged or destroyed.  Damage in this area was rated F3.  Twelve people were injured by the tornado.

See Storm Data for Oklahoma, Eastern for details regarding the Delaware County segment of this tornado."
200603,12,2150,200603,12,2206,205931,5493706,MISSOURI,29,2006,March    ,Tornado,C,39,CEDAR,SGF,2006-03-12 21:50:00,CST,2006-03-12 22:06:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,17.0,50.0,7.0,W,CANE HILL,5.0,ESE,ARNICA,37.58,-93.88,37.72,-93.63,,"This is a continuation of the Dade County tornado.  The tornado continued to produce weak intermittent tree damage across southeast Cedar County, eventually crossing into Polk County southeast of Arnica."
200603,12,2206,200603,12,2215,205932,5493707,MISSOURI,29,2006,March    ,Tornado,C,167,POLK,SGF,2006-03-12 22:06:00,CST,2006-03-12 22:15:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,8.0,35.0,5.0,SSW,HUMANSVILLE,3.0,ENE,HUMANSVILLE,37.73,-93.62,37.82,-93.53,,This is a continuation of the Cedar County tornado.  The tornado continued to produce weak intermittent tree damage across northwest Polk County.  No structures were damaged.  The tornado eventually tracked into Hickory County east northeast of Humansville.
200603,12,2211,200603,12,2220,206198,5493654,ARKANSAS,5,2006,March    ,Tornado,C,7,BENTON,TSA,2006-03-12 22:11:00,CST,2006-03-12 22:20:00,0,0,0,0,10M,,NWS STORM SURVEY,,,F2,8.0,250.0,1.0,SW,BENTONVILLE,1.0,S,AVOCA,36.35,-94.23,36.37,-94.07,,The supercell cycled again and produced a third tornado that moved through the southern portion of Bentonville and Little Flock damaging or destroying 125 homes.
200603,12,2215,200603,12,2223,205933,5493708,MISSOURI,29,2006,March    ,Tornado,C,85,HICKORY,SGF,2006-03-12 22:15:00,CST,2006-03-12 22:23:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,6.0,35.0,6.0,SW,ELKTON,5.0,ESE,WEAUBLEAU,37.78,-93.52,37.87,-93.47,,"This is a continuation of the Polk County tornado.  The tornado continued to produced intermittent tree damage across southwest Hickory County, and eventually lifted in a rural area between Weaubleau and Elkton."
200603,12,2215,200603,12,2225,205934,5493709,MISSOURI,29,2006,March    ,Tornado,C,109,LAWRENCE,SGF,2006-03-12 22:15:00,CST,2006-03-12 22:25:00,1,0,1,0,5M,,NWS STORM SURVEY,,,F3,10.0,200.0,1.0,N,VERONA,2.0,N,MARIONVILLE,36.98,-93.8,37.03,-93.65,,"A supercell thunderstorm that produced a tornado in Newton County, spawned a large tornado in Lawrence County approximately one mile north of Verona.  The tornado damaged 46 structures and destroyed 21.  One fatality occurred from flying debris striking an elderly man in his frame home north of Marionville.  This tornado basically followed a similar path that another F-3 tornado tracked along during the 4 May 2003 tornado outbreak."
200603,12,2217,200603,12,2237,205935,5493710,MISSOURI,29,2006,March    ,Tornado,C,85,HICKORY,SGF,2006-03-12 22:17:00,CST,2006-03-12 22:37:00,19,0,0,0,1M,,NWS STORM SURVEY,,,F3,17.0,200.0,8.0,SW,HERMITAGE,5.0,NE,PRESTON,37.85,-93.43,37.98,-93.17,,A large tornado touched down over rural southwest Hickory County and tracked near the Pomme De Terre lake damn.  The tornado eventually tore through an intersection known as Carsons Corner causing signficant structural damage along with 19 injuries.
200603,12,2220,200603,12,2230,205936,5493711,MISSOURI,29,2006,March    ,Tornado,C,141,MORGAN,SGF,2006-03-12 22:20:00,CST,2006-03-12 22:30:00,5,0,0,0,850K,,NWS STORM SURVEY,,,F2,6.0,100.0,3.0,SW,GRAVOIS MILLS,3.0,SW,GRAVOIS MILLS,38.28,-92.85,38.28,-92.85,,"A tornado initially touched down southwest of Gravois Mills and tracked through the city.  20 homes were destroyed while another 10 were damaged.  This tornado was spawned from the same cyclic supercell that produced tornadoes back in Hickory, Polk, Dade, and Barton counties."
200603,12,2225,200603,12,2244,205937,5493712,MISSOURI,29,2006,March    ,Tornado,C,43,CHRISTIAN,SGF,2006-03-12 22:25:00,CST,2006-03-12 22:44:00,3,0,0,0,50M,,NWS STORM SURVEY,,,F3,17.0,250.0,8.0,W,CLEVER,3.0,NNE,NIXA,37.03,-93.63,37.07,-93.28,,"This tornado is a continuation of the Lawrence County tornado.  Significant structural damage occurred across the Christian County panhandle in a rural area between Billings and Clever.  This area was also heavily impacted by the 4 May 2003 tornado.  A subdivision with solid well built homes northwest of Nixa was directly impacted by the tornadoes destruction.  138 structures were damaged while 127 structures were destroyed.  The tornado weakened as it tracked into southern Greene County, impacting southern sections of the city of Springfield."
200603,12,2244,200603,12,2300,205938,5493713,MISSOURI,29,2006,March    ,Tornado,C,77,GREENE,SGF,2006-03-12 22:44:00,CST,2006-03-12 23:00:00,4,0,0,0,650K,,LAW ENFORCEMENT,,,F2,15.0,75.0,3.0,SE,BATTLEFIELD,3.0,SE,BATTLEFIELD,37.07,-93.35,37.07,-93.35,,This tornado is a continuation of the Christian and Lawrence County tornado.  The tornado tracked across extreme southern Springfield causing damage to approximately 27 homes.  None of the homes or structures were completely destroyed.  The tornado quickly became weaker and only produced intermittent tree damage from Highway 65 over to the Webster County line.
200603,12,2250,200603,12,2256,206198,5493655,ARKANSAS,5,2006,March    ,Tornado,C,15,CARROLL,TSA,2006-03-12 22:50:00,CST,2006-03-12 22:56:00,0,0,0,0,40K,,NWS STORM SURVEY,,,F1,3.0,200.0,6.0,NW,URBANETTE,5.0,N,URBANETTE,36.48,-93.62,36.48,-93.53,,"The supercell cycled again and produced a fourth tornado that affected mainly rural areas.  The tornado produced minor damage to homes and snapped or uprooted numerous trees.  Several outbuildings were damaged by the tornado.  

The tornado, which was rated F1 in Carroll County, moved into Stone County, Missouri at 2256 CST where it continued to produce F1 damage.  See Storm Data for Missouri, Southwest for details concerning the Stone County segment of this tornado."
200603,12,2255,200603,12,2302,205939,5493740,MISSOURI,29,2006,March    ,Tornado,C,209,STONE,SGF,2006-03-12 22:55:00,CST,2006-03-12 23:02:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,5.0,75.0,7.0,SW,LAMPE,2.0,SSW,LAMPE,36.48,-93.52,36.53,-93.45,,This tornado is a continuation of the Carroll County Arkansas tornado.  A five mile swath of tree damage occurred across extreme southern Stone County on the south end of Table Rock Lake.
