BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
200602,7,1450,200602,7,2300,206648,5497510,TEXAS,48,2006,February ,Wildfire,Z,11,OLDHAM,AMA,2006-02-07 14:50:00,CST,2006-02-07 23:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire located six miles west of Adrian burned one thousand acres. There were no reports of damage to property and no reports of injuries.,
200602,9,1415,200602,10,1900,206385,5498617,KANSAS,20,2006,February ,Wildfire,Z,68,HARVEY,ICT,2006-02-09 14:15:00,CST,2006-02-10 19:00:00,0,0,0,0,,30K,EMERGENCY MANAGER,"At approximately 2:15 pm, February 9th a large grass fire broke out along the Reno / Harvey County line just north of Burrton. The fire spread quickly, fed by drought conditions and sustained winds of 25 to 35 mph. The fire was believed to be extinguished that evening but around noon on February 10th the fire reignited as strong winds once again swept across the area. The fire was eventually extinguished late in the day on February  10th. In all, 70 firefighting units from 6 counties worked the fire which burned 8,800 acres causing approximately 30 thousand dollars of damage to ranch and farmland. Information for this narrative was supplied by the McPherson Sentinel and the Times-Sentinel of Cheney, KS.",
200602,9,1415,200602,10,1900,206385,5498618,KANSAS,20,2006,February ,Wildfire,Z,67,RENO,ICT,2006-02-09 14:15:00,CST,2006-02-10 19:00:00,0,0,0,0,,,EMERGENCY MANAGER,"At approximately 2:15 pm, February 9th a large grass fire broke out along the Reno / Harvey County line just north of Burrton. The fire spread quickly, fed by drought conditions and sustained winds of 25 to 35 mph. The fire was believed to be extinguished that evening but around noon on February 10th the fire reignited as strong winds once again swept across the area. The fire was eventually extinguished late in the day on February  10th. In all, 70 firefighting units from 6 counties worked the fire which burned 8,800 acres causing approximately 30 thousand dollars of damage to ranch and farmland. Information for this narrative was supplied by the McPherson Sentinel and the Times-Sentinel of Cheney, KS.",
200602,11,1257,200602,11,2000,206647,5497509,TEXAS,48,2006,February ,Wildfire,Z,5,LIPSCOMB,AMA,2006-02-11 12:57:00,CST,2006-02-11 20:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire eleven miles east of Lipscomb burned six hundred and fifty acres. No structures were damaged and there were no reports of injuries.,
200602,12,1100,200602,12,1730,204253,5492755,TEXAS,48,2006,February ,Wildfire,Z,13,CARSON,AMA,2006-02-12 11:00:00,CST,2006-02-12 17:30:00,0,0,0,0,14K,,LAW ENFORCEMENT,Strong winds of thirty-five to forty miles an hour...low relative humidities...and dry fuels produced conditions favorable for dangerous wildfires. A wildfire began about seven miles south of Borger Texas near the railroad tracks in the Industrial Park. The wildfire consumed about five thousand acres and threatened the headquarters of the 6666 Ranch. The wildfire burned a lot of fencing on the ranch but no structures were damaged and no injuries were reported.,
200602,13,1324,200602,13,2000,206646,5497508,TEXAS,48,2006,February ,Wildfire,Z,6,HARTLEY,AMA,2006-02-13 13:24:00,CST,2006-02-13 20:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire twelve miles southwest of Dalhart burned four thousand six hundred and twenty acres. There were no reports of property damage or injuries.,
200602,14,1045,200602,14,1500,204463,5490704,MISSOURI,29,2006,February ,Wildfire,Z,66,VERNON,SGF,2006-02-14 10:45:00,CST,2006-02-14 15:00:00,0,0,0,0,,,LAW ENFORCEMENT,"The combination of dried vegetation from drought conditions along with high wind speeds and low relative humidity values led to conditions that were conducive to wildland fires.  One wildland fire burned approximately 600 acres across southern Morgan County, or  nine miles southwest of Gravois Mills.  Two abandoned mobile homes and two barns were burned from the blaze.  Another wildland fire burned an estimated 600 acres over rural sections of east central Vernon County, or six miles east of Nevada.  The fire mainly burned prairie grass while no damage to structures occurred.",
200602,14,1100,200602,14,1600,204463,5490703,MISSOURI,29,2006,February ,Wildfire,Z,56,MORGAN,SGF,2006-02-14 11:00:00,CST,2006-02-14 16:00:00,0,0,0,0,40K,,LAW ENFORCEMENT,"The combination of dried vegetation from drought conditions along with high wind speeds and low relative humidity values led to conditions that were conducive to wildland fires.  One wildland fire burned approximately 600 acres across southern Morgan County, or  nine miles southwest of Gravois Mills.  Two abandoned mobile homes and two barns were burned from the blaze.  Another wildland fire burned an estimated 600 acres over rural sections of east central Vernon County, or six miles east of Nevada.  The fire mainly burned prairie grass while no damage to structures occurred.",
200602,14,1400,200602,14,1400,204670,5490851,TEXAS,48,2006,February ,Wildfire,Z,146,NAVARRO,FWD,2006-02-14 14:00:00,CST,2006-02-14 14:00:00,0,0,0,0,45K,,NEWSPAPER,,A wildfire burned 100 acres near Corsicana and destroyed three uninhabited mobile homes.
200602,15,1100,200602,15,1530,203387,5487526,COLORADO,8,2006,February ,Wildfire,Z,11,CENTRAL GUNNISON AND UNCOMPAHGRE RIVER BASIN,GJT,2006-02-15 11:00:00,MST,2006-02-15 15:30:00,2,0,0,0,,,NEWSPAPER,"Strong winds ignited a wildfire northwest of Olathe in the Dry Creek area. Wind gusts around 60 mph blew ash from a smoldering pile of debris into nearby grasses, igniting them. The fire quickly spread and crossed from Montrose County into Delta County. At least 12 structures wear reportedly threatened. Flame lengths from 30 to 50 feet were observed. The fire lapped at the side of some homes, singed lawns, and crept under some porches. Although no structures were lost, 20 homes were evacuated as a precaution. It was estimated that between 600 and 1200 acres burned before the fire was contained. One fire fighter was treated for smoke inhalation and another suffered minor burns and smoke inhalation.",
200602,16,1500,200602,16,2200,204254,5492756,TEXAS,48,2006,February ,Wildfire,Z,18,ARMSTRONG,AMA,2006-02-16 15:00:00,CST,2006-02-16 22:00:00,0,0,0,0,,,NEWSPAPER,Very dry fuels...strong winds...and low relative humidities produced conditions favorable for wildfires. A wildfire erupted ten miles south of Claude Texas and burned into the breaks of the Palo Duro Canyon system. The wildfire consumed about four hundred acres and threatened one home and six outbuildings...however no structures were damaged and there was no reports of injuries.,
200602,26,1230,200602,26,1900,204252,5492754,TEXAS,48,2006,February ,Wildfire,Z,12,POTTER,AMA,2006-02-26 12:30:00,CST,2006-02-26 19:00:00,0,0,0,0,,,NEWSPAPER,A lack of moisture...dry fuels...and strong winds combined to cause dangerous fire conditions. A wildfire erupted near Valle de Oro northwest of Amarillo near U.S. 287 and Ferns Road and Reclamation Road. The wildfire consumed one thousand acres where one home was evacuated in Valle de Oro. No damage or injuries were reported.,
200602,26,1604,200602,26,2000,208234,5503728,COLORADO,8,2006,February ,Wildfire,Z,97,BENT COUNTY,PUB,2006-02-26 16:04:00,MST,2006-02-26 20:00:00,0,0,0,0,,,PARK/FOREST SERVICE,A grass wildfire consumed around 1000 acres near Hasty.  No structures were damaged.,
200602,27,1330,200602,27,1630,204402,5492911,OKLAHOMA,40,2006,February ,Wildfire,Z,70,MUSKOGEE,TSA,2006-02-27 13:30:00,CST,2006-02-27 16:30:00,0,0,0,0,15K,,NEWSPAPER,,"A wildfire that was started by a person who dumped hot fireplace ashes near a dry brush pile, burned out of control consuming over 750 acres, and threatened a few dozen homes.  Fire fighters kept the fire from damaging any of the homes.  Wooden fences and a flatbed trailer were destroyed by the fire."
200602,28,1200,200602,28,1800,216726,5522366,INDIANA,18,2006,February ,Wildfire,Z,82,PIKE,PAH,2006-02-28 12:00:00,CST,2006-02-28 18:00:00,0,0,0,0,,,OTHER FEDERAL AGENCY,,"A wildfire burned 356 acres near the Warrick County line, southeast of Spurgeon."
200603,1,1100,200603,1,2300,205643,5494277,OKLAHOMA,40,2006,March    ,Wildfire,Z,26,LINCOLN,OUN,2006-03-01 11:00:00,CST,2006-03-01 23:00:00,7,0,1,0,15M,250K,BROADCAST MEDIA,,"High winds and record temperatures in the 90s combined with the already dry conditions across the area to increase the wildfire potential across parts of Oklahoma. Several wildfires occurred across the area on the first day of March. The largest fires occurred in Stephens county around the Duncan area and in Lincoln county in the Chandler area. These fires caused evacuations of many residents. The fire in Stephens county was said to be 8 miles long at times. Numerous fire personnel from federal, state, and local agencies worked together to fight the fires. Three firefighters were injured in Lincoln county. Two of the three firefighters were injured when the fire caused a propane tank to explode throwing the firefighters into the air. In Stephens county, two firefighters were severely burned when they became trapped by the blaze. One of these firefighters died in the hospital on March 24, 2006 due to burns over 50% of his body. Two other firefighters were injured by this fire due to smoke inhalation. Overall, these fires burned over 10,000 acres. The fires also burned 86 homes with 65 homes totally destroyed, along with numerous outbuildings, vehicles, farm equipment, and hay bales."
200603,1,1100,200603,1,2100,206204,5493868,OKLAHOMA,40,2006,March    ,Wildfire,Z,64,CREEK,TSA,2006-03-01 11:00:00,CST,2006-03-01 21:00:00,0,0,0,0,250K,,NEWSPAPER,A wildfire burned hundreds of acres of land and consumed four homes southwest of Mannford.,
200603,1,1100,200603,1,2100,206203,5493867,OKLAHOMA,40,2006,March    ,Wildfire,Z,67,WAGONER,TSA,2006-03-01 11:00:00,CST,2006-03-01 21:00:00,0,0,0,0,,,NEWSPAPER,,A wildfire burned nearly 500 acres of land around Broken Arrow.
200603,1,1100,200603,1,2100,206202,5493866,OKLAHOMA,40,2006,March    ,Wildfire,Z,72,SEQUOYAH,TSA,2006-03-01 11:00:00,CST,2006-03-01 21:00:00,0,0,0,0,50K,,NEWSPAPER,A wildfire burned several hundred acres and consumed an unoccupied home and several outbuildings.,
200603,1,1100,200603,1,2300,205643,5494278,OKLAHOMA,40,2006,March    ,Wildfire,Z,39,STEPHENS,OUN,2006-03-01 11:00:00,CST,2006-03-01 23:00:00,0,0,0,0,,,BROADCAST MEDIA,,
200603,1,1120,200603,1,1400,208236,5503730,COLORADO,8,2006,March    ,Wildfire,Z,99,SPRINGFIELD VICINITY / BACA COUNTY,PUB,2006-03-01 11:20:00,MST,2006-03-01 14:00:00,0,0,0,0,,,PARK/FOREST SERVICE,A grass wildfire consumed around 900 acres just east of Walsh and south of US Highway 160.  No structures were damaged.,
200603,1,1237,200603,1,1700,206654,5496247,TEXAS,48,2006,March    ,Wildfire,Z,12,POTTER,AMA,2006-03-01 12:37:00,CST,2006-03-01 17:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire eight miles north of Amarillo burned eight hundred and five acres. No structures were reported damaged and no injuries were reported.,
200603,2,1530,200603,2,2030,208258,5504042,VIRGINIA,51,2006,March    ,Wildfire,Z,16,CARROLL / GALAX,RNK,2006-03-02 15:30:00,EST,2006-03-02 20:30:00,2,0,0,0,,,PARK/FOREST SERVICE,,"A presribed burn developed into a wildland fire during the afternoon of March 2nd as west winds gusted as high as 30 mph, near Dugspur, Virginia. The fire burned approximately 40 acres of forest and fields. 2 direct injuries occurred, and one indirect injury. The first injury occurred to a volunteer firefighter when the wind direction changed and the fire intensity exceeded what he could handle. The firefighter sustained light first degree burns to the face and a minor eye injury. The second injury occurred when a different firefighter was overcome with smoke inhalation. The indirect injury was to a firefighter who developed heat exhaustion. All three were treated and an area hospital and released."
200603,6,1605,200603,6,2000,206655,5496248,TEXAS,48,2006,March    ,Wildfire,Z,8,HUTCHINSON,AMA,2006-03-06 16:05:00,CST,2006-03-06 20:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire eight miles north northeast of Fritch burned five hundred acres. No structures were reported damaged and no injuries were reported.,
200603,7,1200,200603,7,2100,206212,5499188,OKLAHOMA,40,2006,March    ,Wildfire,Z,56,NOWATA,TSA,2006-03-07 12:00:00,CST,2006-03-07 21:00:00,0,0,0,0,,,EMERGENCY MANAGER,A wildfire burned nearly 200 acres of land around Nowata.,
200603,7,1200,200603,7,2100,206210,5499186,OKLAHOMA,40,2006,March    ,Wildfire,Z,67,WAGONER,TSA,2006-03-07 12:00:00,CST,2006-03-07 21:00:00,0,0,0,0,,,NEWSPAPER,A wildfire burned about 4000 acres of land around the Haskell area.,
200603,7,1200,200603,7,2100,206210,5499185,OKLAHOMA,40,2006,March    ,Wildfire,Z,70,MUSKOGEE,TSA,2006-03-07 12:00:00,CST,2006-03-07 21:00:00,0,0,0,0,,,NEWSPAPER,A wildfire burned about 4000 acres of land around the Haskell area.,
200603,7,1900,200603,7,2300,206656,5496249,TEXAS,48,2006,March    ,Wildfire,Z,5,LIPSCOMB,AMA,2006-03-07 19:00:00,CST,2006-03-07 23:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire five miles southeast of Follett burned six hundred acres. No structures were reported damaged and no injuries were reported.,
200603,8,1000,200603,8,1800,205814,5494379,PENNSYLVANIA,42,2006,March    ,Wildfire,Z,69,BUCKS,PHI,2006-03-08 10:00:00,EST,2006-03-08 18:00:00,0,0,0,0,5K,,NEWSPAPER,A wildfire scorched 17 acres of woodland in Plumstead Township. It started from a pile of burning trash that accidently spread to three to five properties about half a mile east of Wismer Road. No homes were damaged. A homeowner's barn and a fence were damaged by the fire. A few evergreens on a Christmas tree farm were also lost. Unseasonably dry weather for March was making it easier for wildfires to spread.,
200603,8,1200,200603,8,2200,206213,5499189,OKLAHOMA,40,2006,March    ,Wildfire,Z,54,OSAGE,TSA,2006-03-08 12:00:00,CST,2006-03-08 22:00:00,0,0,0,0,,,EMERGENCY MANAGER,A wildfire burned nearly 1000 acres of land around Burbank.,
200603,8,1214,200603,9,900,206386,5498619,KANSAS,20,2006,March    ,Wildfire,Z,69,BUTLER,ICT,2006-03-08 12:14:00,CST,2006-03-09 09:00:00,0,0,0,0,,,EMERGENCY MANAGER,"A large fire started in the early afternoon hours of March 8th, just east of Towanda. The fire spread quickly, fed by drought conditions and very strong southwesterly winds. The fire started as an accident involving a trailer on K-254. A sheriff's deputy noticed a problem with the trailer, and as he was pulling the driver over the tongue of the trailer dislodged from the hitch, which kicked up sparks as it was dragged across the pavement. The strong winds blew the sparks into the parched grassland, triggering the fire. The fire caused thick smoke to blow across the Kansas Turnpike, resulting in a two-car accident and eventually shutting the roadway down for 45 minutes. In all, the fire charred 10,700 acres of grassland, damaged or destroyed 10 outbuildings, caused minor damage to two homes, set three oil wells ablaze, and caused the evacuation of Oil Hill Elementary School. About 34 state, county, and city agencies fought the fire, which was declared officially extinguished by 9:00 am, March 9th. Information for this narrative was provided by the Wichita Eagle, The McPherson Sentinel, and the Chanute Tribute.",
200603,8,1525,200603,8,1800,206657,5496250,TEXAS,48,2006,March    ,Wildfire,Z,14,GRAY,AMA,2006-03-08 15:25:00,CST,2006-03-08 18:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire nine miles east of Pampa burned one thousand acres. No structures were reported damaged and no injuries were reported.,
200603,8,1930,200603,8,2130,208235,5503729,COLORADO,8,2006,March    ,Wildfire,Z,99,SPRINGFIELD VICINITY / BACA COUNTY,PUB,2006-03-08 19:30:00,MST,2006-03-08 21:30:00,0,0,0,0,,,OTHER FEDERAL AGENCY,A grass wildfire consumed around 350 acres about 5 miles southeast of Springfield.  No structures were damaged.,
200603,9,1325,200603,9,1700,204754,5490506,WYOMING,56,2006,March    ,Wildfire,Z,17,WIND RIVER BASIN,RIW,2006-03-09 13:25:00,MST,2006-03-09 17:00:00,0,0,0,0,65K,,NEWSPAPER,"An open-pit fire being prepared for use in a sweat lodge ceremony on the Wind River Indian Reservation engulfed three buildings, charred several cars, and burned tons of hay.  West wind of 25 to 35 mph with occasional gusts around 45 mph enabled the fire to spread quickly along Little Wind River Bottom Road.  The fire traveled east for about two miles before being brought under control about 5:00 p.m.  Firefighters estimated that at its peak the fire was spreading at 200 feet a minute.",
200603,10,900,200603,10,1800,205815,5494380,PENNSYLVANIA,42,2006,March    ,Wildfire,Z,69,BUCKS,PHI,2006-03-10 09:00:00,EST,2006-03-10 18:00:00,0,0,0,0,,,NEWSPAPER,"A wildfire scorched 15 acres of woodland on a hilltop in Solebury Township. A fire was started to burn logs, but then went out of control. About 10 fire companies responded. No property damage or injuries were reported.  Unseasonably dry weather for March was making it easier for wildfires to spread. March 10th was also a windy day. The peak wind gust on March 10th at Philadelphia International Airport was from the southwest at 43 mph.",
200603,10,1200,200603,10,2100,206211,5499187,OKLAHOMA,40,2006,March    ,Wildfire,Z,60,TULSA,TSA,2006-03-10 12:00:00,CST,2006-03-10 21:00:00,0,0,0,0,150K,,NEWSPAPER,"A wildfire destroyed two mobile homes, a tractor trailer, fire trucks, and storage buildings.",
200603,10,1420,200603,10,2100,206659,5496252,TEXAS,48,2006,March    ,Wildfire,Z,11,OLDHAM,AMA,2006-03-10 14:20:00,CST,2006-03-10 21:00:00,0,0,0,0,8K,,FIRE DEPT/RESCUE SQUAD,A wildfire one mile north of Boys Ranch burned thirteen thousand acres to within seven miles of Dumas. Flame lengths were reported to be 11 feet. Residents southwest of Dumas were under a voluntary evacuation. The wildfire was started when a vehicle caught fire along U.S. Highway 385. The wildfire singed two outbuildings and a few abandoned vehicles...however no injuries were reported.,
200603,10,1535,200603,10,2000,206658,5496251,OKLAHOMA,40,2006,March    ,Wildfire,Z,2,TEXAS,AMA,2006-03-10 15:35:00,CST,2006-03-10 20:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A large wildfire eighteen miles east of Guymon burned about seven thousand acres. No structures were reported damaged and no injuries were reported.,
200603,12,820,200603,12,1130,206667,5496261,TEXAS,48,2006,March    ,Wildfire,Z,17,RANDALL,AMA,2006-03-12 08:20:00,CST,2006-03-12 11:30:00,0,0,0,0,5K,,FIRE DEPT/RESCUE SQUAD,A wildfire fourteen miles south southwest of Canyon burned two thousand acres and two outbuildings were lost. There were no reports of injuries.,
200603,12,830,200603,12,1100,206665,5496259,TEXAS,48,2006,March    ,Wildfire,Z,17,RANDALL,AMA,2006-03-12 08:30:00,CST,2006-03-12 11:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire six miles southeast of Canyon burned one thousand and six hundred acres. There were no reports of structure damage or injuries.,
200603,12,1100,200603,13,1100,205004,5496155,NEW MEXICO,35,2006,March    ,Wildfire,Z,33,CENTRAL LEA COUNTY,MAF,2006-03-12 11:00:00,MST,2006-03-13 11:00:00,1,0,0,0,300K,0,TRAINED SPOTTER,,"An emergency flare at a gas plant near McDonald, New Mexico started a wildfire that grew to nearly 100,000 acres.  Sustained wind speeds of 35 to 45 mph with gusts to 84 mph and very low relative humidity values contributed to the rapid growth and spread of this fire.  These high winds occurred as both upper-level height gradients and surface pressure gradients tightened as a strong upper-level low pressure system approached southeastern New Mexico.  The fire began around 10:30am MST and was visible on satellite by 11:00am MST.  The NWS first learned of the fire through a cooperative observer in Tatum, New Mexico, who submitted a storm report online at 11:42am MST.  New Mexico State Road 206 was closed by the New Mexico State Police between Tatum and McDonald due to the fire.  News reports in later days indicated that the final acreage of the burn area was 92,390 acres.  The fire was contained Monday, March 13th after burning down the U.S. Post Office, two primary residences, four abandoned homes, three barns, and several pieces of fire equipment.  Two dozen fire departments fought to put out the fire and one man suffered burns and was treated at a burn center in Lubbock, Texas.  All of the destroyed properties above were taken into account for the property damage estimate above.  It is not known at this time if any crops were being grown in the area of the fire."
200603,12,1100,200603,18,1800,206661,5496254,TEXAS,48,2006,March    ,Wildfire,Z,14,GRAY,AMA,2006-03-12 11:00:00,CST,2006-03-18 18:00:00,8,0,12,0,19.9M,18.2M,FIRE DEPT/RESCUE SQUAD,The wildfire known as the Borger wildfire started four miles southeast of Borger on the Burnett (6666) Ranch property. This wildfire was  caused by downed power lines due to the strong gradient southwesterly winds. The wildfire burned four hundred and seventy-nine thousand five hundred and forty-nine acres. Twenty eight structures were lost and seven people were killed. This fire burned into southeast Hutchinson County...northwest Gray County...through central Roberts County and finally into western Hemphill County. The second wildfire known as the Interstate 40 wildfire burned four hundred and twenty-seven thousand six hundred and ninety-six acres. This wildfire started four miles east of Groom near Boydston and was also caused by downed power lines from the strong gradient southwesterly winds. Eighty vehicles and eighty outbuildings were destroyed. Nine fire fighters were injured and one of those injured fire fighters died about a month later. Four people were killed in a nine vehicle accident on Interstate 40. The Texas Forest Service named the two wildfires the East Amarillo Complex which killed approximately five thousand head of livestock. Over forty structures were destroyed including thirty-two homes. More than one thousand and forty electrical poles were destroyed leaving at least eighty homes without power. The wildfires also destroyed about seven hundred miles of fencing. The Texas Forest Service said that the wildfires moved forty-five miles in just nine hours with a spread rate of five miles an hour and flame lengths of greater than eleven feet.,
200603,12,1130,200603,18,1800,206661,5496255,TEXAS,48,2006,March    ,Wildfire,Z,13,CARSON,AMA,2006-03-12 11:30:00,CST,2006-03-18 18:00:00,0,0,0,0,30M,27.2M,FIRE DEPT/RESCUE SQUAD,The wildfire known as the Borger wildfire started four miles southeast of Borger on the Burnett (6666) Ranch property. This wildfire was  caused by downed power lines due to the strong gradient southwesterly winds. The wildfire burned four hundred and seventy-nine thousand five hundred and forty-nine acres. Twenty eight structures were lost and seven people were killed. This fire burned into southeast Hutchinson County...northwest Gray County...through central Roberts County and finally into western Hemphill County. The second wildfire known as the Interstate 40 wildfire burned four hundred and twenty-seven thousand six hundred and ninety-six acres. This wildfire started four miles east of Groom near Boydston and was also caused by downed power lines from the strong gradient southwesterly winds. Eighty vehicles and eighty outbuildings were destroyed. Nine fire fighters were injured and one of those injured fire fighters died about a month later. Four people were killed in a nine vehicle accident on Interstate 40. The Texas Forest Service named the two wildfires the East Amarillo Complex which killed approximately five thousand head of livestock. Over forty structures were destroyed including thirty-two homes. More than one thousand and forty electrical poles were destroyed leaving at least eighty homes without power. The wildfires also destroyed about seven hundred miles of fencing. The Texas Forest Service said that the wildfires moved forty-five miles in just nine hours with a spread rate of five miles an hour and flame lengths of greater than eleven feet.,
200603,12,1145,200603,12,1800,206664,5496258,TEXAS,48,2006,March    ,Wildfire,Z,7,MOORE,AMA,2006-03-12 11:45:00,CST,2006-03-12 18:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire six miles west southwest of Cactus burned five hundred acres. There were no reports of structure damage or injuries.,
200603,12,1155,200603,12,1500,206662,5496256,TEXAS,48,2006,March    ,Wildfire,Z,17,RANDALL,AMA,2006-03-12 11:55:00,CST,2006-03-12 15:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire seven miles southwest of Canyon burned one thousand acres. There were no reports of structure damage or injuries.,
200603,12,1200,200603,12,1630,206663,5496257,TEXAS,48,2006,March    ,Wildfire,Z,6,HARTLEY,AMA,2006-03-12 12:00:00,CST,2006-03-12 16:30:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire nine miles west southwest of Channing burned eight hundred acres. No structure damage or injuries were reported.,
200603,12,1215,200603,12,1600,206564,5496578,TEXAS,48,2006,March    ,Wildfire,Z,29,HALE,LUB,2006-03-12 12:15:00,CST,2006-03-12 16:00:00,0,0,0,0,80K,0,BROADCAST MEDIA,,"Very large wind-driven wildfires burned tens of thousands of acres and destroyed property in association with the high winds on the 12th. At least a half dozen wildfires were sparked during the event, four were significant fires. The two largest fires burned out of control for nearly a week.

A fire that began west of Abernathy in southern Hale County destroyed a rural residence just after noon. Another significant wildfire south of Morton in Cochran County destroyed two homes before it was contained during the afternoon hours of the 13th.

Major wildfires charred 40,000 acres of open grassland in Cottle and Childress Counties. One massive fire ignited near the Cottle and Childress County line during the afternoon hours, and burned a swath six miles wide and fifteen miles long across southern Childress and northern Cottle Counties. 

Weather conditions remained favorable for explosive fire growth and behavior through much of the overnight hours as a passing cold front maintained strong winds and continued to usher in very dry air. A second fire was sparked near U.S. Highway 62/83 just north of Paducah around midnight. The complex of fires in Childress and Cottle Counties continued to burn until light rain aided in extinguishing them late on the 17th. Although several structures were threatened and several head of livestock perished, no significant structural damage or injuries were reported."
200603,12,1240,200603,12,1600,206660,5496253,TEXAS,48,2006,March    ,Wildfire,Z,17,RANDALL,AMA,2006-03-12 12:40:00,CST,2006-03-12 16:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,A wildfire seven miles southeast of Amarillo...just south of the Route 66 Motor Speedway near the interesection of Loop 335 and 58th Street...burned four hundred and fifty acres. There were no reports of damage or injuries.,
200603,12,1415,200603,12,2000,206564,5496649,TEXAS,48,2006,March    ,Wildfire,Z,33,COCHRAN,LUB,2006-03-12 14:15:00,CST,2006-03-12 20:00:00,0,0,0,0,200K,0,LAW ENFORCEMENT,,"Very large wind-driven wildfires burned tens of thousands of acres and destroyed property in association with the high winds on the 12th. At least a half dozen wildfires were sparked during the event, four were significant fires. The two largest fires burned out of control for nearly a week.

A fire that began west of Abernathy in southern Hale County destroyed a rural residence just after noon. Another significant wildfire south of Morton in Cochran County destroyed two homes before it was contained during the afternoon hours of the 13th.

Major wildfires charred 40,000 acres of open grassland in Cottle and Childress Counties. One massive fire ignited near the Cottle and Childress County line during the afternoon hours, and burned a swath six miles wide and fifteen miles long across southern Childress and northern Cottle Counties. 

Weather conditions remained favorable for explosive fire growth and behavior through much of the overnight hours as a passing cold front maintained strong winds and continued to usher in very dry air. A second fire was sparked near U.S. Highway 62/83 just north of Paducah around midnight. The complex of fires in Childress and Cottle Counties continued to burn until light rain aided in extinguishing them late on the 17th. Although several structures were threatened and several head of livestock perished, no significant structural damage or injuries were reported."
200603,12,1415,200603,17,2000,206564,5496730,TEXAS,48,2006,March    ,Wildfire,Z,26,CHILDRESS,LUB,2006-03-12 14:15:00,CST,2006-03-17 20:00:00,0,0,0,0,0,0,PARK/FOREST SERVICE,,"
Very large wind-driven wildfires burned tens of thousands of acres and destroyed property in association with the high winds on the 12th. At least a half dozen wildfires were sparked during the event, four were significant fires. The two largest fires burned out of control for nearly a week.

A fire that began west of Abernathy in southern Hale County destroyed a rural residence just after noon. Another significant wildfire south of Morton in Cochran County destroyed two homes before it was contained during the afternoon hours of the 13th.

Major wildfires charred 40,000 acres of open grassland in Cottle and Childress Counties. One massive fire ignited near the Cottle and Childress County line during the afternoon hours, and burned a swath six miles wide and fifteen miles long across southern Childress and northern Cottle Counties. 

Weather conditions remained favorable for explosive fire growth and behavior through much of the overnight hours as a passing cold front maintained strong winds and continued to usher in very dry air. A second fire was sparked near U.S. Highway 62/83 just north of Paducah around midnight. The complex of fires in Childress and Cottle Counties continued to burn until light rain aided in extinguishing them late on the 17th. Although several structures were threatened and several head of livestock perished, no significant structural damage or injuries were reported."
200603,12,1415,200603,17,1800,206564,5496648,TEXAS,48,2006,March    ,Wildfire,Z,32,COTTLE,LUB,2006-03-12 14:15:00,CST,2006-03-17 18:00:00,0,0,0,0,0,0,PARK/FOREST SERVICE,,"Very large wind-driven wildfires burned tens of thousands of acres and destroyed property in association with the high winds on the 12th. At least a half dozen wildfires were sparked during the event, four were significant fires. The two largest fires burned out of control for nearly a week.

A fire that began west of Abernathy in southern Hale County destroyed a rural residence just after noon. Another significant wildfire south of Morton in Cochran County destroyed two homes before it was contained during the afternoon hours of the 13th.

Major wildfires charred 40,000 acres of open grassland in Cottle and Childress Counties. One massive fire ignited near the Cottle and Childress County line during the afternoon hours, and burned a swath six miles wide and fifteen miles long across southern Childress and northern Cottle Counties. 

Weather conditions remained favorable for explosive fire growth and behavior through much of the overnight hours as a passing cold front maintained strong winds and continued to usher in very dry air. A second fire was sparked near U.S. Highway 62/83 just north of Paducah around midnight. The complex of fires in Childress and Cottle Counties continued to burn until light rain aided in extinguishing them late on the 17th. Although several structures were threatened and several head of livestock perished, no significant structural damage or injuries were reported."
